	1	4,7619E-05
	2	7,14286E-05
	3	7,14286E-05
	4	7,14286E-05
	5	7,14286E-05
	6	2,38095E-05
	7	4,7619E-05
	8	7,14286E-05
	9	4,7619E-05
	10	2,38095E-05
	11	2,38095E-05
	12	7,14286E-05
	13	2,38095E-05
	14	2,38095E-05
	15	7,14286E-05
	16	2,38095E-05
	17	2,38095E-05
	18	4,7619E-05
	19	7,14286E-05
	20	2,38095E-05
	21	2,38095E-05
	22	4,7619E-05
	23	2,38095E-05
	24	4,7619E-05
	25	4,7619E-05
	26	2,38095E-05
	27	7,14286E-05
	28	7,14286E-05
	29	7,14286E-05
	30	4,7619E-05
	31	7,14286E-05
	32	2,38095E-05
	33	7,14286E-05
	34	2,38095E-05
	35	4,7619E-05
	36	4,7619E-05
	37	4,7619E-05
	38	2,38095E-05
	39	7,14286E-05
	40	7,14286E-05
	41	7,14286E-05
	42	2,38095E-05
	43	4,7619E-05
	44	2,38095E-05
	45	2,38095E-05
	46	2,38095E-05
	47	7,14286E-05
	48	2,38095E-05
	49	7,14286E-05
	50	7,14286E-05
	51	7,14286E-05
	52	4,7619E-05
	53	4,7619E-05
	54	7,14286E-05
	55	7,14286E-05
	56	7,14286E-05
	57	2,38095E-05
	58	2,38095E-05
	59	4,7619E-05
	60	7,14286E-05
	61	2,38095E-05
	62	2,38095E-05
	63	2,38095E-05
	64	7,14286E-05
	65	4,7619E-05
	66	4,7619E-05
	67	4,7619E-05
	68	7,14286E-05
	69	7,14286E-05
	70	4,7619E-05
	71	7,14286E-05
	72	2,38095E-05
	73	4,7619E-05
	74	4,7619E-05
	75	4,7619E-05
	76	7,14286E-05
	77	2,38095E-05
	78	7,14286E-05
	79	2,38095E-05
	80	2,38095E-05
	81	2,38095E-05
	82	4,7619E-05
	83	2,38095E-05
	84	2,38095E-05
	85	7,14286E-05
	86	4,7619E-05
	87	7,14286E-05
	88	7,14286E-05
	89	2,38095E-05
	90	4,7619E-05
	91	7,14286E-05
	92	4,7619E-05
	93	4,7619E-05
	94	4,7619E-05
	95	7,14286E-05
	96	4,7619E-05
	97	2,38095E-05
	98	2,38095E-05
	99	7,14286E-05
	100	2,38095E-05
	101	2,38095E-05
	102	7,14286E-05
	103	4,7619E-05
	104	4,7619E-05
	105	2,38095E-05
	106	4,7619E-05
	107	7,14286E-05
	108	2,38095E-05
	109	4,7619E-05
	110	4,7619E-05
	111	4,7619E-05
	112	2,38095E-05
	113	7,14286E-05
	114	7,14286E-05
	115	7,14286E-05
	116	2,38095E-05
	117	4,7619E-05
	118	4,7619E-05
	119	2,38095E-05
	120	2,38095E-05
	121	7,14286E-05
	122	4,7619E-05
	123	2,38095E-05
	124	7,14286E-05
	125	4,7619E-05
	126	7,14286E-05
	127	4,7619E-05
	128	4,7619E-05
	129	2,38095E-05
	130	2,38095E-05
	131	7,14286E-05
	132	4,7619E-05
	133	2,38095E-05
	134	2,38095E-05
	135	4,7619E-05
	136	7,14286E-05
	137	2,38095E-05
	138	7,14286E-05
	139	4,7619E-05
	140	4,7619E-05
	141	7,14286E-05
	142	7,14286E-05
	143	4,7619E-05
	144	2,38095E-05
	145	2,38095E-05
	146	2,38095E-05
	147	2,38095E-05
	148	4,7619E-05
	149	4,7619E-05
	150	4,7619E-05
	151	7,14286E-05
	152	7,14286E-05
	153	7,14286E-05
	154	7,14286E-05
	155	4,7619E-05
	156	2,38095E-05
	157	4,7619E-05
	158	4,7619E-05
	159	7,14286E-05
	160	7,14286E-05
	161	2,38095E-05
	162	2,38095E-05
	163	4,7619E-05
	164	7,14286E-05
	165	4,7619E-05
	166	7,14286E-05
	167	4,7619E-05
	168	4,7619E-05
	169	4,7619E-05
	170	4,7619E-05
	171	2,38095E-05
	172	4,7619E-05
	173	2,38095E-05
	174	7,14286E-05
	175	7,14286E-05
	176	7,14286E-05
	177	7,14286E-05
	178	2,38095E-05
	179	4,7619E-05
	180	4,7619E-05
	181	2,38095E-05
	182	2,38095E-05
	183	7,14286E-05
	184	7,14286E-05
	185	2,38095E-05
	186	7,14286E-05
	187	2,38095E-05
	188	7,14286E-05
	189	4,7619E-05
	190	4,7619E-05
	191	2,38095E-05
	192	2,38095E-05
	193	4,7619E-05
	194	4,7619E-05
	195	7,14286E-05
	196	7,14286E-05
	197	2,38095E-05
	198	7,14286E-05
	199	4,7619E-05
	200	2,38095E-05
	201	2,38095E-05
	202	2,38095E-05
	203	4,7619E-05
	204	2,38095E-05
	205	2,38095E-05
	206	4,7619E-05
	207	2,38095E-05
	208	7,14286E-05
	209	4,7619E-05
	210	7,14286E-05
	211	7,14286E-05
	212	4,7619E-05
	213	4,7619E-05
	214	2,38095E-05
	215	4,7619E-05
	216	2,38095E-05
	217	4,7619E-05
	218	2,38095E-05
	219	4,7619E-05
	220	2,38095E-05
	221	7,14286E-05
	222	2,38095E-05
	223	7,14286E-05
	224	4,7619E-05
	225	7,14286E-05
	226	4,7619E-05
	227	7,14286E-05
	228	4,7619E-05
	229	4,7619E-05
	230	7,14286E-05
	231	2,38095E-05
	232	2,38095E-05
	233	4,7619E-05
	234	2,38095E-05
	235	4,7619E-05
	236	4,7619E-05
	237	2,38095E-05
	238	7,14286E-05
	239	7,14286E-05
	240	2,38095E-05
	241	7,14286E-05
	242	4,7619E-05
	243	7,14286E-05
	244	7,14286E-05
	245	2,38095E-05
	246	4,7619E-05
	247	7,14286E-05
	248	2,38095E-05
	249	4,7619E-05
	250	7,14286E-05
	251	2,38095E-05
	252	7,14286E-05
	253	7,14286E-05
	254	2,38095E-05
	255	7,14286E-05
	256	2,38095E-05
	257	4,7619E-05
	258	4,7619E-05
	259	4,7619E-05
	260	7,14286E-05
	261	2,38095E-05
	262	2,38095E-05
	263	7,14286E-05
	264	4,7619E-05
	265	4,7619E-05
	266	2,38095E-05
	267	4,7619E-05
	268	7,14286E-05
	269	4,7619E-05
	270	4,7619E-05
	271	2,38095E-05
	272	2,38095E-05
	273	2,38095E-05
	274	4,7619E-05
	275	7,14286E-05
	276	2,38095E-05
	277	4,7619E-05
	278	4,7619E-05
	279	4,7619E-05
	280	4,7619E-05
	281	4,7619E-05
	282	7,14286E-05
	283	7,14286E-05
	284	4,7619E-05
	285	4,7619E-05
	286	4,7619E-05
	287	2,38095E-05
